customer_id,first_name,last_name,DOB,job_title,deceased_indicator,owns_car,address,postcode,property_valuation,state_id,country_id,gender_id,job_industry_id,wealth_segment_id
1829,Darcy,Jaslem,29/10/1980,Editor,N,No,99841 Talisman Street,4224,3,2,0,1,6,3
1830,Nathan,Antognazzi,30/04/1985,Software Consultant,N,No,21 Duke Hill,4344,4,2,0,1,5,2
1831,Lisle,Yokel,13/11/1977,Social Worker,N,No,891 Anderson Parkway,2009,10,1,0,1,3,3
1832,Elicia,Normanvill,05/11/1964,Programmer Analyst III,N,Yes,9446 Holmberg Court,2133,11,1,0,0,5,3
1833,Klemens,Eite,15/03/1967,Actuary,N,Yes,46512 Cambridge Avenue,2759,8,1,0,1,2,2
1834,Otes,Gottelier,30/06/1977,Director of Sales,N,Yes,54250 Welch Pass,3145,11,3,0,1,2,2
1835,Rodrigo,Felce,30/06/1993,Financial Advisor,N,Yes,734 South Court,4152,8,2,0,1,2,1
1836,Rochella,Harce,05/06/1955,Research Nurse,N,Yes,769 Banding Avenue,2151,10,1,0,0,3,3
1837,Tirrell,Cosgreave,29/12/1973,Account Coordinator,N,Yes,2590 Northport Hill,2070,11,1,0,1,5,3
1838,Jobina,Dudenie,25/11/1964,Business Systems Development Analyst,N,Yes,9649 Cascade Way,2250,8,1,0,0,2,1
1839,Faythe,Rance,08/05/1987,Internal Auditor,N,Yes,69 Valley Edge Lane,3144,8,3,0,0,1,2
1840,Sherman,Gullen,04/11/1977,Staff Scientist,N,Yes,327 Monument Street,3201,4,3,0,1,0,2
1841,Nathanial,D'Ambrogi,22/10/1995,Administrative Assistant III,N,No,4 Sunnyside Crossing,2125,12,1,0,1,0,1
1842,Ephrayim,Beville,27/02/1977,Accountant IV,N,No,8 Hoffman Alley,3181,10,3,0,1,2,3
1843,Kennett,Attack,08/09/1984,Recruiting Manager,N,Yes,894 Duke Crossing,2665,1,1,0,1,6,3
1844,Amaleta,Slafford,21/10/1975,Product Engineer,N,No,01714 Claremont Center,2474,3,1,0,0,6,3
1845,Pascal,Veronique,16/01/1978,General Manager,N,No,6809 Maple Park,3023,8,3,0,1,2,3
1846,Lorette,Daspar,18/12/1978,Senior Editor,N,No,95294 Karstens Park,2155,9,1,0,0,5,1
1847,Bobinette,Stanaway,04/02/1978,Executive Secretary,N,No,8872 Bunker Hill Crossing,2196,9,1,0,0,5,3
1848,Dev,Caghan,25/11/1976,Information Systems Manager,N,No,14 Westport Pass,3029,6,3,0,1,5,3
1850,Dare,Wasling,16/05/1978,Biostatistician II,N,No,48023 International Way,3630,1,3,0,1,5,2
1851,Miles,Fallows,18/03/1974,Account Representative II,N,No,0 Prairie Rose Place,3802,7,3,0,1,6,3
1852,Darby,Shailer,21/01/1978,Research Associate,N,No,56145 Porter Lane,2010,10,1,0,0,5,1
1853,Agathe,Dimmick,20/06/1987,Recruiter,N,Yes,509 Ridgeway Junction,3166,10,3,0,0,6,3
1854,Mandie,Jeger,12/09/1978,Community Outreach Specialist,N,Yes,41 Eagan Junction,2570,8,1,0,0,6,2
1855,Foss,Yanele,08/07/1971,Librarian,N,Yes,5290 Lunder Park,2287,7,1,0,1,1,3
1856,Toni,Harbidge,20/07/1969,Associate Professor,N,No,52425 Prairie Rose Road,4500,6,2,0,0,8,3
1857,Purcell,Chinnery,20/09/1968,Marketing Manager,N,Yes,7939 Toban Crossing,2770,7,1,0,1,5,1
1859,Melamie,Hardman,08/04/1990,Accountant IV,N,Yes,904 Mandrake Parkway,2820,1,1,0,0,4,2
1860,Holly-anne,Hamman,28/12/1976,Nuclear Power Engineer,N,Yes,3007 Summer Ridge Street,4511,7,2,0,0,5,3
1861,Charlena,Muzzi,18/07/1967,Geological Engineer,N,Yes,47 Veith Junction,3196,9,3,0,0,5,3
1863,Adelbert,Doelle,11/05/1978,VP Product Management,N,No,1 Saint Paul Terrace,2161,6,1,0,1,9,2
1864,Anet,Pellitt,03/07/1960,Senior Quality Engineer,N,No,87705 Hovde Center,4870,5,2,0,0,8,3
1865,Isabelita,Kitchener,24/12/1997,Office Assistant III,N,No,765 6th Plaza,4226,7,2,0,0,6,3
1866,Huberto,Bazylets,07/10/1992,Marketing Manager,N,No,248 Bartillon Plaza,4059,9,2,0,1,5,3
1867,Tonya,Ritmeier,16/04/1986,Senior Developer,N,No,66811 Lerdahl Way,4160,4,2,0,0,6,1
1868,Aloisia,Ivel,22/06/1988,Assistant Manager,N,No,5809 Coolidge Avenue,2747,6,1,0,0,8,3
1869,Neda,Longfellow,19/10/1977,Geologist IV,N,Yes,2769 Banding Avenue,3189,10,3,0,0,2,2
1870,Alikee,Sjollema,16/01/1973,Graphic Designer,N,No,3 Monterey Trail,2582,9,1,0,0,6,1
1871,Shayna,McQuin,23/01/1994,Senior Cost Accountant,N,Yes,85549 Sheridan Parkway,4170,8,2,0,0,2,2
1872,Leif,Feeney,28/05/1973,Help Desk Technician,N,Yes,4498 Donald Crossing,2525,10,1,0,1,5,3
1873,Raul,Cabrer,09/07/1992,General Manager,N,Yes,4 Ridgeway Court,4030,4,2,0,1,5,1
1875,Amory,Bohler,11/01/1959,Staff Scientist,N,Yes,91116 Riverside Plaza,2114,8,1,0,1,8,2
1876,Borden,Wooles,28/05/1977,Recruiting Manager,N,No,60911 Almo Point,2066,12,1,0,1,2,1
1877,Radcliffe,Bartolomeoni,09/09/1966,Associate Professor,N,Yes,0 Superior Pass,2050,8,1,0,1,2,2
1878,Pen,Hedgecock,06/11/1954,Account Coordinator,N,No,9 Superior Terrace,2199,9,1,0,1,3,1
1879,Kermy,Heningam,25/04/1967,Account Representative I,N,No,57 Marquette Hill,4120,6,2,0,1,5,2
1881,Gherardo,Lahy,10/12/1957,Quality Control Specialist,N,Yes,83148 Rowland Alley,2530,8,1,0,1,6,1
1882,Justin,Ragless,05/05/1964,Account Executive,N,No,34 Arrowood Pass,2567,9,1,0,1,5,1
1885,Jerome,Sheavills,27/10/1982,Software Consultant,N,Yes,16984 Pankratz Park,2324,7,1,0,1,3,2
1886,Eugenie,Belcham,22/09/1978,Nurse,N,No,9460 Laurel Crossing,4032,7,2,0,0,4,1
1887,Kynthia,Purcer,22/06/1965,Director of Sales,N,Yes,5786 Kinsman Point,2127,8,1,0,0,4,1
1888,Sibyl,Scholtz,26/01/2002,Food Chemist,N,Yes,4 Fairfield Way,2487,10,1,0,0,3,3
1890,Carce,Gunthorp,08/10/1972,Analyst Programmer,N,No,49 Fulton Park,3156,8,3,0,1,2,3
1891,Neville,Bloyes,02/03/1990,Marketing Manager,N,Yes,0 Corben Court,3121,11,3,0,1,8,3
1893,Gunar,Sleit,22/04/1968,Administrative Officer,N,No,48 Dawn Center,4132,3,2,0,1,6,3
1894,Patten,Laytham,01/04/1976,Automation Specialist III,N,Yes,6244 Forest Point,4103,9,2,0,1,5,2
1895,Leese,Lohan,02/09/1975,Technical Writer,N,No,0306 Donald Court,3844,1,3,0,0,5,3
1896,Garald,Brasner,30/04/1995,Project Manager,N,No,3762 Victoria Alley,4078,6,2,0,1,6,2
1897,Cosette,Callar,20/08/1997,Product Engineer,N,Yes,3 Manley Crossing,4074,6,2,0,0,6,3
1898,Katalin,Mantz,24/11/1979,Developer III,N,Yes,36866 Summit Point,3750,9,3,0,0,5,1
1900,Noland,Larder,15/08/1980,Safety Technician II,N,Yes,7450 Prairie Rose Drive,2868,1,1,0,1,2,1
1901,Vail,Southernwood,22/08/1977,Budget/Accounting Analyst I,N,No,83975 Rowland Place,2166,6,1,0,1,0,1
1902,Camille,Vallintine,01/12/1964,Environmental Tech,N,Yes,01 Weeping Birch Plaza,2640,4,1,0,0,2,3
1903,Tucky,Pizzie,20/11/1973,Project Manager,N,Yes,738 Dixon Drive,2575,8,1,0,1,6,2
1904,Nert,Muglestone,25/01/1978,Technical Writer,N,Yes,5766 Pearson Court,2227,8,1,0,0,4,2
1906,Waylan,Katte,24/04/1988,Product Engineer,N,No,07273 Sundown Trail,2358,2,1,0,1,8,3
1907,Lind,Dredge,04/11/1974,VP Sales,N,No,2 Maryland Drive,4227,7,2,0,1,3,2
1908,Jaquelyn,Workman,10/12/1963,Help Desk Technician,N,Yes,3 Roth Place,2449,2,1,0,0,2,2
1909,Drucill,Laurand,11/12/1984,Research Assistant II,N,Yes,81856 Express Lane,2299,6,1,0,0,0,1
1910,Yovonnda,Warrior,13/07/1959,Systems Administrator I,N,Yes,5 Porter Road,4014,6,2,0,0,7,2
1911,Hallsy,De Leek,08/06/1980,Director of Sales,N,No,59 Waywood Road,3163,8,3,0,1,5,3
1912,Hall,Grouer,04/11/1992,Account Coordinator,N,No,6838 Anniversary Junction,2484,4,1,0,1,5,2
1913,Tamiko,Fergie,02/11/1973,Dental Hygienist,N,Yes,90128 Caliangt Place,2484,4,1,0,0,3,3
1914,Clyve,Sandwick,21/06/1968,VP Product Management,N,No,504 Mesta Lane,2261,8,1,0,1,2,3
1915,Dusty,Tesimon,12/10/1953,Social Worker,N,Yes,9 Utah Road,4179,8,2,0,0,3,3
1916,Redd,O'Crowley,05/03/1995,Computer Systems Analyst II,N,Yes,00213 Atwood Pass,2340,1,1,0,1,8,2
1917,Raquela,Schimpke,28/07/1973,Senior Sales Associate,N,Yes,7230 Montana Place,2777,9,1,0,0,0,1
1919,Bartie,Hartburn,23/12/1960,VP Product Management,N,Yes,4 Susan Center,3170,9,3,0,1,0,3
1920,Rutter,Marlen,06/01/1988,Sales Associate,N,No,745 Troy Avenue,2769,9,1,0,1,2,3
1921,Cybill,Wakes,03/12/1982,Accountant III,N,No,6 Upham Place,4556,7,2,0,0,6,3
1922,Ailene,Tomkies,11/11/1969,Speech Pathologist,N,Yes,34694 Sugar Place,4740,5,2,0,0,6,2
1923,Immanuel,Farlamb,23/08/1970,Health Coach IV,N,No,26876 Lyons Court,3166,10,3,0,1,3,3
1924,Eolande,Kauscher,01/12/1965,VP Product Management,N,Yes,8308 Linden Place,2570,9,1,0,0,6,3
1926,Stefano,Menhenitt,15/11/1957,Senior Cost Accountant,N,Yes,3542 Arkansas Place,3380,1,3,0,1,2,2
1927,Masha,Bibbie,15/07/1975,Software Test Engineer I,N,Yes,642 Anderson Circle,4132,5,2,0,0,5,1
1928,Sully,Dorling,24/09/1977,Chemical Engineer,N,Yes,8318 Continental Alley,3175,7,3,0,1,5,2
1929,Elka,Crossgrove,12/10/1986,Food Chemist,N,No,7202 Prairieview Court,2221,11,1,0,0,3,1
1930,Ambrose,Bleasby,14/06/1996,Speech Pathologist,N,No,64610 Sachtjen Center,2575,10,1,0,1,5,2
1931,Boris,Syres,06/11/1973,Senior Developer,N,No,53 Muir Terrace,2170,8,1,0,1,3,1
1932,Sybila,Enefer,03/01/1977,Librarian,N,Yes,710 Schiller Plaza,3338,1,3,0,0,1,1
1933,Ephraim,Fulep,10/09/1980,Automation Specialist I,N,No,698 Old Gate Lane,2619,3,1,0,1,5,1
1934,Bryant,Tordiffe,17/01/1963,Budget/Accounting Analyst IV,N,Yes,4 Golden Leaf Road,4670,2,2,0,1,6,1
1936,Gisella,Scad,08/07/1964,Junior Executive,N,Yes,1 Vernon Terrace,4226,6,2,0,0,5,3
1937,Renaud,Gahagan,08/01/1974,Quality Engineer,N,No,79862 Darwin Crossing,4215,8,2,0,1,3,3
1939,Pierce,Cheke,03/05/1992,Safety Technician I,N,Yes,40 New Castle Avenue,2043,11,1,0,1,6,3
1940,Gabriellia,Coulter,02/03/1977,Teacher,N,Yes,9525 Johnson Place,3190,8,3,0,0,5,2
1941,Dmitri,Eleshenar,23/05/1992,Librarian,N,No,8 Pearson Trail,2166,9,1,0,1,1,3
1942,Abe,Townby,08/01/1987,Programmer Analyst II,N,No,53 Dakota Court,2027,9,1,0,1,2,2
1943,Armstrong,Style,03/10/1985,Senior Cost Accountant,N,Yes,4262 Melvin Avenue,2759,8,1,0,1,2,1
1944,Gregory,Balchin,30/07/1980,Programmer III,N,Yes,4415 Dwight Center,2528,7,1,0,1,0,2
1945,Griffin,Gisbourn,10/07/1978,Software Test Engineer II,N,Yes,1197 Carey Junction,2280,7,1,0,1,6,2
1946,Brannon,Gladman,04/01/1959,Systems Administrator III,N,No,227 Havey Trail,2795,6,1,0,1,6,3
1947,Gretta,Patrone,11/12/1963,Geologist II,N,Yes,2 Manufacturers Parkway,3199,6,3,0,0,9,1
1949,Onida,Cockshot,10/05/1954,Legal Assistant,N,No,299 Pine View Parkway,3121,12,3,0,0,5,3
1950,Berne,Fulkes,07/10/1963,Web Developer II,N,Yes,71 Orin Crossing,2155,9,1,0,1,5,1
1951,Rockie,MacCosty,07/06/2000,Health Coach II,N,Yes,134 Knutson Street,2281,9,1,0,1,5,3
1952,Patrica,Donativo,29/01/1974,Payment Adjustment Coordinator,N,Yes,37 Mockingbird Street,4017,3,2,0,0,3,3
1953,Luisa,McGlue,05/06/1978,Paralegal,N,No,00969 Gale Way,3108,10,3,0,0,2,2
1954,Greg,Iacovo,29/11/1967,VP Sales,N,No,05665 Dottie Circle,2085,11,1,0,1,5,1
1955,Thornton,Vereker,22/11/1980,Environmental Specialist,N,No,83 Wayridge Circle,4152,9,2,0,1,6,3
1956,Omero,Murra,08/07/1994,Human Resources Assistant I,N,Yes,8 Carioca Terrace,4007,8,2,0,1,3,1
1957,Gary,Eager,19/09/1977,Accountant IV,N,No,5 Kenwood Road,2075,11,1,0,1,7,1
1958,Janina,Keme,01/09/1985,Professor,N,No,29 Hansons Crossing,2318,4,1,0,0,6,3
1959,Arlen,Klossek,18/09/1978,Director of Sales,N,Yes,493 Buell Point,4500,8,2,0,1,3,3
1960,Falkner,Jochens,03/07/1978,Software Engineer II,N,Yes,7 Del Mar Crossing,4680,7,2,0,1,6,3
1961,Licha,Lyes,22/11/1960,Physical Therapy Assistant,N,Yes,7 Elgar Plaza,2250,9,1,0,0,6,3
1962,Paddie,Grunder,01/11/1977,Sales Representative,N,Yes,425 Marquette Way,2116,10,1,0,1,8,3
1963,Syman,Trimnell,18/03/1998,Biostatistician I,N,Yes,67104 Bunting Crossing,2043,9,1,0,1,0,3
1964,Cara,Campbell-Dunlop,19/06/1964,Mechanical Systems Engineer,N,Yes,243 Raven Drive,4815,3,2,0,0,2,1
1965,Bendicty,Powrie,14/12/1973,Web Designer III,N,Yes,248 School Park,3156,8,3,0,1,8,3
1968,Frederica,Hughman,12/06/1994,Librarian,N,No,38 Armistice Alley,2018,8,1,0,0,1,3
1969,Dimitry,Kunkler,06/07/1961,Teacher,N,Yes,34953 Oak Circle,2153,10,1,0,1,4,3
1970,Carl,Eyre,23/08/1982,Desktop Support Technician,N,No,18 Express Street,2165,9,1,0,1,5,3
1973,Fanni,Liffe,11/01/1980,Media Manager IV,N,No,4622 Dixon Junction,2048,8,1,0,0,2,2
1974,Aharon,Moller,15/06/1958,Administrative Officer,N,Yes,3563 Darwin Avenue,3095,9,3,0,1,6,3
1975,Tommie,Midden,19/10/1965,Product Engineer,N,No,38759 Butterfield Avenue,4305,2,2,0,0,3,1
1976,Letitia,Coan,16/08/1975,Product Engineer,N,No,67125 Melody Place,2747,8,1,0,0,5,3
1978,Marge,Skerm,06/01/1955,Dental Hygienist,N,No,8 Farwell Parkway,2428,2,1,0,0,3,3
1979,Ephrem,Cariss,15/05/1960,Statistician III,N,Yes,19 Barby Parkway,4127,4,2,0,1,5,3
1980,Kenneth,Viall,20/06/1992,Food Chemist,N,Yes,681 School Avenue,2077,10,1,0,1,3,2
1981,Calv,Zelland,30/01/1986,Sales Associate,N,No,27 Dawn Lane,2233,10,1,0,1,6,1
1982,Julee,Hallewell,30/03/1968,Senior Cost Accountant,N,Yes,366 International Way,2170,8,1,0,0,2,2
1983,Kimberlee,Soonhouse,10/03/1963,Assistant Media Planner,N,Yes,427 Rockefeller Drive,2093,12,1,0,0,1,1
1984,Hewett,Alessandretti,01/06/1999,Information Systems Manager,N,Yes,5176 Division Hill,3216,5,3,0,1,3,3
1985,Chrysler,Longstaffe,02/12/1978,Computer Systems Analyst I,N,Yes,1 Raven Place,2160,6,1,0,0,6,3
1987,Jacobo,Rosenblum,08/06/1956,Research Associate,N,No,42554 Burrows Court,2117,10,1,0,1,3,1
1988,Kelwin,Goldsmith,15/04/1957,Recruiting Manager,N,No,726 Warrior Center,2077,10,1,0,1,7,3
1989,Emalee,Guitel,21/07/1973,Graphic Designer,N,Yes,500 Victoria Plaza,2147,9,1,0,0,7,2
1991,Tobe,Godrich,27/09/1993,Research Nurse,N,Yes,62965 Morningstar Junction,4109,9,2,0,1,3,3
1992,Shanta,Attrill,21/10/1995,Web Developer I,N,Yes,6698 Melody Crossing,4556,8,2,0,0,5,3
1993,Agustin,Isworth,27/07/1980,Accounting Assistant II,N,Yes,05919 Morning Parkway,2034,11,1,0,1,6,2
1995,Mabel,Sallter,26/03/1969,Automation Specialist II,N,Yes,7875 Fieldstone Pass,4216,10,2,0,0,6,3
1996,Filmer,Furby,29/12/1985,Structural Engineer,N,No,59170 Westridge Junction,2147,8,1,0,1,5,3
1997,Tedmund,Simonsson,27/09/1996,Structural Engineer,N,No,3 Bonner Point,2800,4,1,0,1,6,3
1998,Hamil,Britch,26/03/1975,Media Manager IV,N,No,113 Lien Place,2560,6,1,0,1,5,2
1999,Raquel,Bamlett,16/08/1962,Nuclear Power Engineer,N,Yes,064 Fallview Terrace,4500,7,2,0,0,5,3
2001,Mada,Martinho,06/10/1977,Analog Circuit Design manager,N,Yes,3984 Clove Street,3192,10,3,0,0,5,3
2002,Matilde,Hamsher,20/06/1971,Mechanical Systems Engineer,N,No,4 Rowland Plaza,2324,4,1,0,0,2,3
2003,Lilli,Hargey,21/06/1962,Statistician III,N,Yes,5157 Maple Wood Circle,2537,8,1,0,0,5,2
2004,Brandy,Showering,12/06/1963,Nuclear Power Engineer,N,Yes,559 Blackbird Street,4580,2,2,0,1,5,1
2005,Marina,McElwee,20/08/1978,Accountant I,N,No,6466 Troy Street,2763,8,1,0,0,5,2
2006,Hyacinthia,Tuley,04/10/1999,Senior Developer,N,Yes,7135 Ruskin Avenue,2563,11,1,0,0,7,2
2007,Gail,Scarrisbrick,13/04/1970,Programmer I,N,Yes,5 Loftsgordon Avenue,2068,12,1,0,1,5,3
2008,Jamill,Cudd,27/07/1993,Analyst Programmer,N,Yes,33 Del Mar Junction,2264,8,1,0,1,2,3
2009,Neilla,Castrillo,16/03/1960,Staff Accountant IV,N,Yes,06069 Hayes Road,2099,8,1,0,0,3,1
2010,Duff,Guyer,31/01/1974,Data Coordiator,N,Yes,828 Waubesa Pass,2234,10,1,0,1,5,2
2011,Guthrie,MacAne,22/01/1978,VP Sales,N,Yes,1 Bobwhite Circle,2230,9,1,0,1,5,2
2012,Maisey,Lavell,07/09/1972,Health Coach I,N,No,3 Memorial Junction,2126,11,1,0,0,3,2
2013,Marge,Girault,10/08/1995,Registered Nurse,N,Yes,644 Mcbride Street,2086,11,1,0,0,3,1
2014,Sandye,Avraam,25/05/1990,Associate Professor,N,Yes,23700 Dennis Way,2075,11,1,0,0,5,3
2015,Charyl,Sibson,19/02/1974,Health Coach IV,N,No,5795 Comanche Circle,4825,2,2,0,0,3,1
2016,Laraine,Merioth,19/11/1998,Executive Secretary,N,Yes,31 Scofield Trail,3020,8,3,0,0,8,1
2017,Ezri,Sadry,11/02/1995,Programmer II,N,Yes,218 Elka Point,2176,10,1,0,1,2,1
2018,Richie,Matts,30/01/1963,Senior Developer,N,No,5468 Moose Lane,2445,7,1,0,1,2,1
2019,Neda,Perkis,13/09/1953,VP Marketing,N,No,174 Calypso Crossing,2770,7,1,0,0,1,2
2020,Portia,Proudlock,06/05/1971,Biostatistician IV,N,Yes,53358 David Circle,4306,3,2,0,0,7,1
2023,Marco,Denziloe,11/01/1971,Associate Professor,N,No,9670 4th Point,2065,10,1,0,1,6,2
2024,Elinor,Biggerstaff,14/07/2000,VP Sales,N,Yes,2228 Steensland Terrace,2148,8,1,0,0,4,3
2025,Agosto,Thon,15/04/1982,VP Quality Control,N,Yes,2 Thierer Place,4053,8,2,0,1,6,3
2026,Anabelle,Rogerson,18/09/1987,Structural Engineer,N,Yes,23 Huxley Road,3064,7,3,0,0,7,3
2027,Whitney,Dahle,02/09/1964,VP Product Management,N,No,34 3rd Place,3030,8,3,0,1,6,2
2028,Cathy,Parmley,10/12/1976,Director of Sales,N,Yes,63 Golf Crossing,2217,8,1,0,0,8,1
2029,Charlie,Hastilow,10/03/1992,Nurse,N,No,1 Sloan Avenue,2176,10,1,0,1,5,3
2030,Xymenes,Sprull,09/01/1961,Administrative Officer,N,No,056 Pierstorff Alley,2040,11,1,0,1,7,2
2031,Philbert,Albone,21/01/1987,Geologist III,N,No,177 Anniversary Parkway,2428,7,1,0,1,6,3
2032,Theodore,Chicchelli,09/09/1983,Quality Control Specialist,N,Yes,18 Karstens Drive,2233,10,1,0,1,7,3
2033,Mar,Philippon,31/08/1971,Dental Hygienist,N,No,6950 Morrow Street,2326,3,1,0,1,3,2
2034,June,Haslam,10/01/1974,Speech Pathologist,N,No,8492 Autumn Leaf Center,3214,2,3,0,0,5,3
2035,Kylie,Terese,01/06/1979,Senior Developer,N,No,91749 Portage Park,2528,8,1,0,1,3,3
2037,Irwin,Ryall,04/01/1989,VP Marketing,N,No,51739 Sundown Hill,2009,9,1,0,1,4,3
2038,Fae,Done,26/11/1959,Structural Engineer,N,Yes,95 Butterfield Circle,3352,4,3,0,0,2,3
2039,Laureen,Blower,26/03/1978,Senior Developer,N,Yes,9 Porter Pass,4077,6,2,0,0,4,2
2040,Gal,Scardafield,05/09/1969,VP Sales,N,Yes,236 Fremont Alley,2156,12,1,0,1,8,1
2041,Mort,Heath,27/10/1957,VP Accounting,N,No,46031 Hudson Place,2075,11,1,0,1,2,3
2042,Bendix,Cooke,14/08/1968,Registered Nurse,N,No,8 Crowley Terrace,2760,8,1,0,1,3,3
2043,Veronike,Clampett,05/09/1977,Software Consultant,N,No,50532 Hoard Center,4209,7,2,0,0,6,3
2044,Leyla,Eddington,02/08/1998,Quality Engineer,N,Yes,56 Sommers Point,2204,8,1,0,0,3,3
2045,Hermina,Franzel,03/07/1984,VP Sales,N,No,0 Red Cloud Place,2217,8,1,0,0,2,2
2046,Charis,Maas,27/07/1959,Marketing Manager,N,Yes,24951 Michigan Pass,2176,10,1,0,0,6,3
2047,Kirsten,Slegg,13/04/1975,Paralegal,N,Yes,51960 Gulseth Point,2009,12,1,0,0,2,1
2048,Sorcha,Genthner,13/04/1960,Financial Advisor,N,No,144 Parkside Parkway,4655,3,2,0,0,2,2
2049,Jud,Purchon,12/02/1962,Assistant Professor,N,No,896 Helena Parkway,4551,7,2,0,1,5,2
2050,Opal,Costa,26/06/1954,Business Systems Development Analyst,N,Yes,89 Anhalt Park,2106,11,1,0,0,6,3
2051,Teresita,Drinnan,15/06/1959,Geological Engineer,N,No,1786 Orin Street,2327,3,1,0,0,5,1
2055,Harmon,Bakster,14/09/1980,Administrative Assistant III,N,No,2 Sommers Drive,3181,10,3,0,1,8,2
2056,Cristin,Smoughton,04/03/1986,Biostatistician IV,N,No,74164 Village Green Parkway,3037,9,3,0,0,7,2
2057,Elianora,Sally,04/10/1959,Accounting Assistant IV,N,Yes,623 Melody Avenue,4500,4,2,0,0,5,1
2058,Ronna,Wickersham,04/02/1978,Database Administrator I,N,No,9 Roth Park,4104,7,2,0,0,0,2
2059,Kylen,Gimson,15/02/1977,Graphic Designer,N,No,18 Buhler Court,3186,12,3,0,0,6,2
2060,Constancia,Akram,23/01/1959,Statistician II,N,No,4 Sachtjen Drive,4701,3,2,0,0,2,3
2062,Guillermo,Kolakovic,19/08/1976,Junior Executive,N,No,9 Logan Court,2570,9,1,0,1,8,3
2063,Benny,Crudge,17/06/1963,Clinical Specialist,N,No,8 Superior Hill,2153,10,1,0,1,3,1
2064,Reynard,Jaffrey,19/05/1969,VP Marketing,N,Yes,575 Katie Terrace,2835,1,1,0,1,3,3
2065,Silvio,Henrichs,13/03/1978,Technical Writer,N,Yes,9 Old Shore Street,4509,7,2,0,1,8,3
2066,Skipp,McLarens,21/12/1969,Food Chemist,N,Yes,7949 Waywood Way,2318,7,1,0,1,3,2
2067,Slade,Mulvin,05/05/1979,Registered Nurse,N,No,2982 Monterey Way,3182,10,3,0,1,3,3
2068,Wandie,Nare,08/08/1956,Account Representative I,N,No,692 Leroy Parkway,3043,9,3,0,0,6,2
2070,Tiphany,Leppington,05/12/1981,Recruiting Manager,N,No,0442 Debra Point,2281,7,1,0,0,6,3
2072,Margie,Tillyer,20/04/1960,Environmental Specialist,N,Yes,63832 Maple Wood Court,3172,9,3,0,0,2,3
2075,Devondra,Jovis,23/04/1973,Environmental Tech,N,No,1396 Sugar Terrace,2145,10,1,0,0,5,3
2076,Beatriz,Tweddle,03/06/1969,Assistant Manager,N,Yes,8454 Pierstorff Way,2115,11,1,0,0,5,3
2077,Tobe,Lindroos,26/02/1992,Cost Accountant,N,Yes,2444 Aberg Hill,2067,12,1,0,0,2,3
2078,Joice,Govett,30/08/1989,Computer Systems Analyst III,N,No,73637 Nancy Street,2469,1,1,0,0,5,3
2080,Rosamond,Sainer,07/08/1959,Human Resources Assistant IV,N,No,891 Mendota Junction,4127,2,2,0,0,6,2
2081,Gelya,Coaker,21/06/1972,Senior Editor,N,No,73 Muir Trail,3196,7,3,0,0,2,3
2082,Sybyl,Beekman,07/12/1979,Legal Assistant,N,Yes,1 Raven Circle,2450,7,1,0,0,3,1
2085,Carolynn,Samsin,03/05/1956,Pharmacist,N,No,65880 Cascade Drive,2164,9,1,0,0,3,3
2086,Gayle,Cockerell,03/01/1997,Senior Cost Accountant,N,No,6632 Truax Hill,2230,9,1,0,1,2,2
2087,Yehudi,Sandon,08/06/1969,Administrative Officer,N,Yes,68882 Commercial Crossing,2320,3,1,0,1,4,3
2088,Ernie,Wankel,09/10/1969,Senior Financial Analyst,N,Yes,949 Marquette Avenue,3028,7,3,0,1,2,3
2089,Erie,Ballston,07/01/1958,Safety Technician I,N,No,9953 Kim Lane,2330,4,1,0,1,2,2
2090,Stanton,Schimoni,05/12/1964,Help Desk Technician,N,Yes,09 Pierstorff Point,4514,6,2,0,1,2,3
2091,Dominga,Crosfield,22/06/1980,Office Assistant II,N,No,158 Lindbergh Crossing,3136,9,3,0,0,0,3
2092,Stavros,Hazelby,22/12/1977,Safety Technician IV,N,No,72 Ilene Point,2575,8,1,0,1,5,2
2093,Salem,Doiley,10/09/1999,Programmer II,N,No,4081 Lighthouse Bay Alley,4053,9,2,0,1,2,2
2094,Merle,Pesticcio,27/01/1984,Biostatistician IV,N,No,794 Kennedy Court,4740,2,2,0,1,6,3
2095,Anette,Guerreiro,13/11/1989,Account Executive,N,No,3981 Karstens Place,2570,8,1,0,0,5,1
2096,Torrie,Smartman,21/05/1969,Programmer III,N,Yes,88039 Melody Lane,3088,9,3,0,0,9,2
2097,Web,Decaze,08/04/1988,Recruiter,N,No,344 Rockefeller Way,3966,2,3,0,1,9,3
2098,Ame,Tossell,13/12/1969,Dental Hygienist,N,No,434 Eggendart Circle,2260,12,1,0,0,3,2
2099,Mikel,McKechnie,03/10/1959,Senior Cost Accountant,N,Yes,0 Waubesa Alley,2265,6,1,0,1,2,2
2100,Der,Blatcher,30/05/1978,Marketing Assistant,N,No,831 Prairieview Trail,4405,1,2,0,1,4,3
2102,Carl,Penquet,08/01/1976,Senior Editor,N,No,60424 Bultman Terrace,2120,10,1,0,1,6,1
2103,Jayme,Hendin,22/09/1975,Business Systems Development Analyst,N,No,882 Merry Trail,4701,4,2,0,1,2,1
2104,Livy,Roote,29/01/1979,Structural Analysis Engineer,N,No,47878 Pond Park,4133,3,2,0,0,2,3
2105,Terrance,Goligher,11/11/1971,Food Chemist,N,Yes,7 Porter Parkway,2261,8,1,0,1,3,2
